upuq  u-'puq
otluquñni  ot-Lu-quN-'nI
yoqatmaqçi  jo-qat-maq-'tSI
sen  sen
bilmeysen  bIL-mej-'sen
biçare  bI-tSa-'re
ğocaniyaz  Go-dZa-nI-'jaz
haci  ha-'dZI
böre  b@'-'re
éyiqniñ  @-jIq-'nIN
aldimiğa  aL-dI-mI-'Ga
toxta  tox-'ta
gayitka  ga-jIt-'ka
birdem  bIr-'dem
yügürey  jy-gy-'rej
tirr  tIrr
voh  voh
démidimmu  d@-mI-dIm-'mu
tüzde  tyz-'de
anañni  a-naN-'nI
körisen  k@'-rI-'sen
béşiğa  b@-SI-'Ga
sokna  sok-'na
şepke  Sep-'ke
putiğa  pu-tI-'Ga
kona  ko-'na
tetür  te-'tyr
başliq  baS-'LIq
bacingir  ba-dZIn-'gIr
kiygen  kIj-'gen
oquğuçi  o-qu-Gu-'tSI
yigit  jI-'gIt
déhqan  d@h-'qan
atliri  at-LI-'rI
teñ  teN
yügürüp  jy-gy-'ryp
uzun  u-'zun
tüzni  tyz-'nI
tügetti  ty-get-'tI
i  I
palvinim  paL-vI-'nIm
colbaristi  dZoL-ba-rIs-'tI
ceñdiñba  dZeN-dIN-'ba
qaqaqlap  qa-qaq-'Lap
küldi  kyL-'dI
gevdilik  gev-dI-'LIk
veeleykum  ve-e-Lej-'kum
he  he
nuri  nu-'rI
çopçoñla  tSop-tSoN-'La
qapsenğu  qap-sen-'Gu
xelqi  xeL-'qI
höñgirep  h@'N-gI-'rep
yiğlişip  jIG-LI-'SIp
hemrani  hem-ra-'nI
anisiniñ  a-nI-sI-'nIN
yéniğa  j@-nI-'Ga
hemrah  hem-'rah
kömginini  k@'m-gI-nI-'nI
bilmeydu  bIL-mej-'du
ağiniliridin  a-GI-nI-LI-rI-'dIn
bireri  bI-re-'rI
çaqçaq  tSaq-'tSaq
işak  I-'Sak
qoysa  qoj-'sa
uderhal  u-der-'haL
tatirip  ta-tI-'rIp
şiblit  SIb-'LIt
rusçe  rus-'tSe
cavab  dZa-'vab
qayturidu  qaj-tu-rI-'du
dégen  d@-'gen
sovét  so-'v@t
ittipaqiniñ  It-tI-pa-qI-'nIN
konsulxanisi  kon-suL-xa-nI-'sI
dada  da-'da
ğiççide  GItS-tSI-'de
esker  es-'ker
maşina  ma-SI-'na
qoyidiğan  qo-jI-dI-'Gan
orun  o-'run
küni  ky-'nI
seherde  se-her-'de
qoyçiliridin  qoj-tSI-LI-rI-'dIn
qançe  qan-'tSe
töl  t@'L
alduq  aL-'duq
soraşniñ  so-raS-'nIN
orniğa  or-nI-'Ga
qoylarniñ  qoj-Lar-'nIN
qumiliqi  qu-mI-LI-'qI
soriğudek  so-rI-Gu-'dek
tatar  ta-'tar
naxşiliriğa  nax-SI-LI-rI-'Ga
axirida  a-xI-rI-'da
adiloçkiğa  a-dI-LotS-kI-'Ga
oynitivetti  oj-nI-tI-vet-'tI
qarañğuda  qa-raN-Gu-'da
öyige  @'-jI-'ge
uştumtut  uS-tum-'tut
çolpan  tSoL-'pan
kélip  k@-'LIp
qizniñ  qIz-'nIN
ziyavuduniñ  zI-ja-vu-du-'nIN
hoylisiğa  hoj-LI-sI-'Ga
ketkinini  ket-kI-nI-'nI
östeñde  @'s-teN-'de
kaçkuldin  katS-kuL-'dIn
élvatqan  @L-vat-'qan
hemmidin  hem-mI-'dIn
burun  bu-'run
kördi  k@'r-'dI
şarapitidin  Sa-ra-pI-tI-'dIn
ni  nI
işlar  IS-'Lar
moskiviski  mos-kI-vIs-'kI
bobruk  bob-'ruk
koñka  koN-'ka
éléktirlar  @-L@k-tIr-'Lar
peyda  pej-'da
mezemzat  me-zem-'zat
sadir  sa-'dIr
palvan  paL-'van
mahmut  mah-'mut
poçi  po-'tSI
yene  je-'ne
muşu  mu-'Su
xelpem  xeL-'pem
toğrisidiki  toG-rI-sI-dI-'kI
veqeler  ve-qe-'Ler
nuriğa  nu-rI-'Ga
yad  jad
ğocamniñ  Go-dZam-'nIN
oğli  oG-'LI
qéyumbeg  q@-jum-'beg
ğocam  Go-'dZam
xélila  x@-LI-'La
ciq  dZIq
zayom  za-'jom
çüşkenlikini  tSyS-ken-LI-kI-'nI
éytti  @jt-'tI
börtüp  b@'r-'typ
buruti  bu-ru-'tI
kötmek  k@'t-'mek
terlep  ter-'Lep
maylişipla  maj-LI-SIp-'La
turidiğan  tu-rI-dI-'Gan
qéri  q@-'rI
yumup  ju-'mup
çuxçilap  tSux-tSI-'Lap
soraşqa  so-raS-'qa
pétinalmidi  p@-tI-naL-mI-'dI
pogaçyofni  po-gatS-jof-'nI
köñlide  k@'N-LI-'de
ğéni  G@-'nI
oğriğa  oG-rI-'Ga
oxşatti  ox-Sat-'tI
silkinividi  sIL-kI-nI-vI-'dI
küçtüñgürler  kytS-tyN-gyr-'Ler
hih  hIh
dacişti  da-dZIS-'tI
amérikiniñ  a-m@-rI-kI-'nIN
morgan  mor-'gan
rokféllérdek  rok-f@L-L@r-'dek
cuñgoniñ  dZuN-go-'nIN
cyañcyéşidek  dZjaNdZ-j@-SI-'dek
baylirimu  baj-LI-rI-'mu
xelqniñ  xeLqnIN
emgek  em-'gek
teri  te-'rI
hésabiğa  h@-sa-bI-'Ga
kökleydu  k@'k-Lej-'du
héliqi  h@-LI-'qI
urup  u-'rup
desseşler  des-seS-'Ler
bedinide  be-dI-nI-'de
qilçimu  qIL-tSI-'mu
belge  beL-'ge
qaldurmiğan  qaL-dur-mI-'Gan
burunqidinmu  bu-run-qI-dIn-'mu
timen  tI-'men
heyvetlik  hej-vet-'LIk
şunçe  Sun-'tSe
dixsiriğan  dIx-sI-rI-'Gan
bolsa  boL-'sa
mehellidimu  me-heL-LI-dI-'mu
ciqtiğu  dZIq-tI-'Gu
ğiñ  GIN
piñ  pIN
qilmaydiğanliri  qIL-maj-dI-Gan-LI-'rI
sésiq  s@-'sIq
qildi  qIL-'dI
xotuni  xo-tu-'nI
éger  @-'ger
cabduqni  dZab-duq-'nI
qoltuqmaç  qoL-tuq-'matS
eşeddiy  e-Sed-'dIj
heyran  hej-'ran
qalisizuy  qa-LI-sI-'zuj
öyüñde  @'-jyN-'de
yégüdek  j@-gy-'dek
göş  g@'S
pöş  p@'S
barmu  bar-'mu
yémisem  j@-mI-'sem
tügep  ty-'gep
kétimen  k@-tI-'men
cumu  dZu-'mu
köktat  k@'k-'tat
pöktat  p@'k-'tat
qoğun  qo-'Gun
tavuzçu  ta-vuz-'tSu
bari  ba-'rI
yoqi  jo-'qI
yüz  jyz
sekkiz  sek-'kIz
kavimiz  ka-vI-'mIz
bar  bar
ayali  a-ja-'LI
hesret  hes-'ret
qoşti  qoS-'tI
diqqiti  dIq-qI-'tI
moskva  mosk-'va
stalingrad  staLIngrad
kiyiv  kI-'jIv
kursikiy  kur-sI-'kIj
uruşliriğa  u-ruS-LI-rI-'Ga
qaritilğanidi  qa-rI-tIL-Ga-nI-'dI
on  on
neççimiz  netS-tSI-'mIz
leglikini  Leg-LI-kI-'nI
uçurimiz  u-tSu-rI-'mIz
ademni  a-dem-'nI
tapalisam  ta-pa-LI-'sam
boçka  botS-'ka
altunni  aL-tun-'nI
qoral  qo-'raL
al  aL
bérettim  b@-ret-'tIm
qétim  q@-'tIm
öyge  @'j-'ge
sebixeniñ  se-bI-xe-'nIN
süritini  sy-rI-tI-'nI
körgende  k@'r-gen-'de
çirayida  tSI-ra-jI-'da
çeksiz  tSek-'sIz
séğiniş  s@-GI-'nIS
muhebbet  mu-heb-'bet
belgiliri  beL-gI-LI-'rI
oqçuydu  oq-tSuj-'du
mozaylarniñ  mo-zaj-Lar-'nIN
haliñlar  ha-LIN-'Lar
bolğini  boL-GI-'nI
künüñlar  ky-nyN-'Lar
ittin  It-'tIn
better  bet-'ter
téléfonni  t@-L@-fon-'nI
qoliğa  qo-LI-'Ga
nomurni  no-mur-'nI
buridi  bu-rI-'dI
kim  kIm
çüyciçiñma  tSyj-dZI-tSIN-'ma
şéñduben  S@N-du-'ben
öyimizde  @'-jI-mIz-'de
marksizm  marksIzm
léninizm  L@-nIn-'Izm
kurjuktikilerge  kur-Zuk-tI-kI-Ler-'ge
nutuq  nu-'tuq
sözleyttiñiz  s@'z-Lejt-tI-'NIz
kiyimlirige  kI-jIm-LI-rI-'ge
un  un
çéçivalğan  tS@-tSI-vaL-'Gan
mişkablar  mIS-kab-'Lar
yéniçe  j@-nI-'tSe
yatatti  ja-tat-'tI
zatniñ  zat-'nIN
miftahil  mIf-ta-'hIL
ölüm  @'-'Lym
méñemde  m@-Nem-'de
ularniñ  u-Lar-'nIN
göşliri  g@'S-LI-'rI
mavu  ma-'vu
çirayliq  tSI-raj-'LIq
quyruqliri  quj-ruq-LI-'rI
meñgülükke  meN-gy-Lyk-'ke
xoşlişar  xoS-LI-'Sar
qizil  qI-'zIL
yat  jat
yerlerde  jer-Ler-'de
siñer  sI-'Ner
yazda  jaz-'da
yéqindila  j@-qIn-dI-'La
cyañcéyşi  dZjaN-dZ@j-'SI
şéñşiseyge  S@N-SI-sej-'ge
mavzémin  mav-z@-'mIn
çéntençyu  tS@n-tentS-'ju
lincilularni  LIn-dZI-Lu-Lar-'nI
öltürüş  @'L-ty-'ryS
yolyoruq  joL-jo-'ruq
berdi  ber-'dI
stalin  sta-'LIn
jukuf  Zu-'kuf
généralni  g@-n@-raL-'nI
töt  t@'t
milletke  mIL-Let-'ke
réspublika  r@s-pub-LI-'ka
qurup  qu-'rup
ğénika  G@-nI-'ka
tasla  tas-'La
qalduq  qaL-'duq
éş  @S
tériğili  t@-rI-GI-'LI
ömilep  @'-mI-'Lep
méñiñlar  m@-NIN-'Lar
dése  d@-'se
hee  he-'e
deydu  dej-'du
dañgal  daN-'gaL
yeñlar  jeN-'Lar
maqul  ma-'quL
biriñlarni  bI-rIN-Lar-'nI
uruñlar  u-ruN-'Lar
yaq  jaq
démeydu  d@-mej-'du
şaxar  Sa-'xar
köydürüşçu  k@'j-dy-ryS-'tSu
zeherdek  ze-her-'dek
loyla  Loj-'La
qorayni  qo-raj-'nI
köydürüp  k@'j-dy-'ryp
kül  kyL
külni  kyL-'nI
qaynitip  qaj-nI-'tIp
yélimdek  j@-LIm-'dek
nersige  ner-sI-'ge
aylanduruşçu  aj-Lan-du-ruS-'tSu
künesniñ  ky-nes-'nIN
narat  na-'rat
yéridin  j@-rI-'dIn
ötüp  @'-'typ
xoşut  xo-'Sut
şeherlerni  Se-her-Ler-'nI
alğili  aL-GI-'LI
toqquzi  toq-qu-'zI
tel  teL
abi  a-'bI
kevser  kev-'ser
ili  I-'LI
derya  der-'ja
suliri  su-LI-'rI
bulbul  buL-'buL
sayrap  saj-'rap
ketmes  ket-'mes
béhiş  b@-'hIS
kebi  ke-'bI
bağliri  baG-LI-'rI
a  a
fuşyencañ  fuS-jen-'dZaN
munu  mu-'nu
kişige  kI-SI-'ge
xelpitim  xeL-pI-'tIm
ependimge  e-pen-dIm-'ge
ular  u-'Lar
qiyza  qIj-'za
basqan  bas-'qan
polu  po-'Lu
yep  jep
çuluqay  tSu-Lu-'qaj
sarim  sa-'rIm
almisi  aL-mI-'sI
seper  se-'per
axunniñ  a-xun-'nIN
qolida  qo-LI-'da
pişqan  pIS-'qan
şérin  S@-'rIn
temlik  tem-'LIk
gulava  gu-La-'va
cağda  dZaG-'da
qoğunliri  qo-Gun-LI-'rI
méhman  m@h-'man
boluşti  bo-LuS-'tI
cañ  dZaN
siliñ  sI-'LIN
yerdiki  jer-dI-'kI
baylar  baj-'Lar
dindarlarğa  dIn-dar-Lar-'Ga
silerge  sI-Ler-'ge
işinimiz  I-SI-nI-'mIz
apaq  a-'paq
çapaq  tSa-'paq
yürgüdek  jyr-gy-'dek
xix  xIx
lyu  Lju
biñdéniñ  bIN-d@-'nIN
doklati  dok-La-'tI
buniñ  bu-'nIN
eksiçe  ek-sI-'tSe
dadam  da-'dam
yamaqçi  ja-maq-'tSI
keç  ketS
kirgüçe  kIr-gy-'tSe
mokidek  mo-kI-'dek
midirlap  mI-dIr-'Lap
mükçiyip  myk-tSI-'jIp
olturup  oL-tu-'rup
direc  dI-'redZ
yiñnisige  jIN-nI-sI-'ge
navay  na-'vaj
hor  hor
turğan  tur-'Gan
nanlarni  nan-Lar-'nI
oştup  oS-'tup
naşta  naS-'ta
qilili  qI-LI-'LI
hey  hej
biçariler  bI-tSa-rI-'Ler
nan  nan
körmigili  k@'r-mI-gI-'LI
vax  vax
soridi  so-rI-'dI
hebip  he-'bIp
yuniç  ju-'nItS
çonciğa  tSon-dZI-'Ga
nilqa  nIL-'qa
baziriğa  ba-zI-rI-'Ga
kirmekçi  kIr-mek-'tSI
qutulğinini  qu-tuL-GI-nI-'nI
köreyli  k@'-rej-'LI
yüzligen  jyz-LI-'gen
atliq  at-'LIq
partizan  par-tI-'zan
yol  joL
nahiye  na-hI-'je
merkizige  mer-kI-zI-'ge
ketti  ket-'tI
hasirap  ha-sI-'rap
hömüdep  h@'-my-'dep
şundaqliqiñdin  Sun-daq-LI-qIN-'dIn
xeq  xeq
béşiñğa  b@-SIN-'Ga
qağa  qa-'Ga
çiçsimu  tSItS-sI-'mu
ündimeysiler  yn-dI-mej-sI-'Ler
vij  vIZ
qar  qar
çoğ  tSoG
pirqiridi  pIr-qI-rI-'dI
oq  oq
tutiya  tu-tI-'ja
péşiñlarni  p@-SIN-Lar-'nI
közümge  k@'-zym-'ge
sürtey  syr-'tej
iziñlarğa  I-zIN-Lar-'Ga
baş  baS
secde  sedZ-'de
qilay  qI-'Laj
tamamen  ta-ma-'men
dez  dez
hali  ha-'LI
qalmiğan  qaL-mI-'Gan
ölkini  @'L-kI-'nI
bizge  bIz-'ge
tapşurup  tap-Su-'rup
cénim  dZ@-'nIm
balam  ba-'Lam
dunyaniñ  dun-ja-'nIN
xovluqini  xov-Lu-qI-'nI
körmigen  k@'r-mI-'gen
oğlum  oG-'Lum
putliri  put-LI-'rI
çoqaydin  tSo-qaj-'dIn
uçisi  u-tSI-'sI
matadin  ma-ta-'dIn
qutulmiğan  qu-tuL-mI-'Gan
közümniñ  k@'-zym-'nIN
yürikimniñ  jy-rI-kIm-'nIN
qaniti  qa-nI-'tI
go  go
ciçyavniñ  dZItS-jav-'nIN
etrapida  et-ra-pI-'da
béşi  b@-'SI
çiv  tSIv
pij  pIZ
ecel  e-'dZeL
belgisi  beL-gI-'sI
bermekte  ber-mek-'te
uçisiğa  u-tSI-sI-'Ga
qama  qa-'ma
yaqiliq  ja-qI-'LIq
engliye  eng-LI-'je
söknisidin  s@'k-nI-sI-'dIn
taşlanğan  taS-Lan-'Gan
cuva  dZu-'va
keke  ke-'ke
saqal  sa-'qaL
ora  o-'ra
élixan  @-LI-'xan
törem  t@'-'rem
abbasof  ab-ba-'sof
şerqiy  Ser-'qIj
türkistan  tyr-kIs-'tan
gézitiniñ  g@-zI-tI-'nIN
mes'uli  mes-'u-'LI
hebib  he-'bIb
yunçniñ  juntSnIN
öyide  @'-jI-'de
inqilab  In-qI-'Lab
ğelibisini  Ge-LI-bI-sI-'nI
tentene  ten-te-'ne
yunic  ju-'nIdZ
qiziniñ  qI-zI-'nIN
bexti  bex-'tI
hemmige  hem-mI-'ge
teyyar  tej-'jar
hetta  het-'ta
biriniñ  bI-rI-'nIN
ayiğiğa  a-jI-GI-'Ga
yiqilişqimu  jI-qI-LIS-qI-'mu
sekkizinçi  sek-kI-zIn-'tSI
may  maj
réxistag  r@-xIs-'tag
bayriqi  baj-rI-'qI
qadaldi  qa-daL-'dI
iğvadur  IG-va-'dur
düşmenlerniñ  dyS-men-Ler-'nIN
poteyliri  po-tej-LI-'rI
akop  a-'kop
yoşurun  jo-Su-'run
zop  zop
dopliri  dop-LI-'rI
sansiz  san-'sIz
qaramliq  qa-ram-'LIq
yoqatqili  jo-qat-qI-'LI
maharet  ma-ha-'ret
kotuzuf  ko-tu-'zuf
mevc  mevdZ
éqivatqan  @-qI-vat-'qan
deryasi  der-ja-'sI
yuqirida  ju-qI-rI-'da
ap'aq  ap-''aq
çoqqilar  tSoq-qI-'Lar
astida  as-tI-'da
qariyip  qa-rI-'jIp
körüngen  k@'-ryn-'gen
bük  byk
qariğayliq  qa-rI-Gaj-'LIq
ğolliri  GoL-LI-'rI
cahanğa  dZa-han-'Ga
dilmuk  dIL-'muk
tağliriğa  taG-LI-rI-'Ga
qaridi  qa-rI-'dI
diplomatiyide  dIp-Lo-ma-tI-jI-'de
vañşicyédek  vaN-SIdZ-j@-'dek
bilimlik  bI-LIm-'LIk
eqilliq  e-qIL-'LIq
suñzivéndin  suN-zI-v@n-'dIn
qélişmaytti  q@-LIS-majt-'tI
süzük  sy-'zyk
suda  su-'da
qaş  qaS
buğday  buG-'daj
öñlüki  @'N-Ly-'kI
rasttinla  rasttInLa
apisidek  a-pI-sI-de-'k
meñzidiki  meN-zI-dI-'kI
zinixliriçu  zI-nIx-LI-rI-'tSu
quyup  qu-'jup
qoyğandek  qoj-Gan-'dek
apisiniñ  a-pI-sI-'nIN
birla  bIr-'La
boyiniñ  bo-jI-'nIN
égizliki  @-gIz-LI-'kI
dadisidek  da-dI-sI-'dek
tinimsizliqimu  tI-nIm-sIz-LI-qI-'mu
inisi  I-nI-'sI
dera  de-'ra
ziyavudunuf  zI-ja-vu-du-'nuf
qurban  qur-'ban
qorqquçiliki  qorq-qu-tSI-LI-'kI
sözler  s@'z-'Ler
eceba  e-dZe-'ba
amérikiliklarniñ  a-m@-rI-kI-LIk-Lar-'nIN
quliqiğa  qu-LI-qI-'Ga
yaqmayduğu  jaq-maj-du-'Gu
abbasufniñ  ab-ba-suf-'nIN
qarişi  qa-rI-'SI
micezi  mI-dZe-'zI
vahap  va-'hap
tarix  ta-'rIx
qaçqan  qatS-'qan
mökken  m@'k-'ken
ezimetlerni  e-zI-met-Ler-'nI
toplap  top-'Lap
başliqiğa  baS-LI-qI-'Ga
aylandi  aj-Lan-'dI
séliqniñ  s@-LIq-'nIN
töttin  t@'t-'tIn
qismi  qIs-'mI
qobdu  qob-'du
qebilisige  qe-bI-LI-sI-'ge
qurğan  qur-'Gan
partiyimiz  par-tI-jI-'mIz
cuñgo  dZuN-'go
kommunistik  kom-mu-nIs-'tIk
partiyisiniñ  par-tI-jI-sI-'nIN
yaçéykisi  ja-tS@j-kI-'sI
qalsa  qaL-'sa
oylaymen  oj-Laj-'men
général  g@-n@-'raL
fafton  faf-'ton
vekili  ve-kI-'LI
yen'enge  jen-'en-'ge
cudé  dZu-'d@
körüşkende  k@'-ryS-ken-'de
stalinniñ  sta-LIn-'nIN
mexpiy  mex-'pIj
nazaret  na-za-'ret
qilinsun  qI-LIn-'sun
yolyoruqini  joL-jo-ru-qI-'nI
zéllandiye  z@L-Lan-dI-'je
avstraliye  avs-tra-LI-'je
padişahliqiğa  pa-dI-Sah-LI-qI-'Ga
qaraydu  qa-raj-'du
yéza  j@-'za
muellimliri  mu-eL-LIm-LI-'rI
mötiverliri  m@'-tI-ver-LI-'rI
yiğip  jI-'GIp
bergen  ber-'gen
camaetke  dZa-ma-et-'ke
gézitni  g@-zIt-'nI
zoq  zoq
şoq  Soq
oqup  o-'qup
béretti  b@-ret-'tI
yérim  j@-'rIm
saettin  sa-et-'tIn
sabiq  sa-'bIq
ittipaqi  It-tI-pa-'qI
doxturxanisida  dox-tur-xa-nI-sI-'da
nur'eli  nur-'e-'LI
karivatta  ka-rI-vat-'ta
oñda  oN-'da
yénida  j@-nI-'da
doxtur  dox-'tur
cakbucañ  dZak-bu-'dZaN
séstiralar  s@s-tI-ra-'Lar
paypétek  paj-p@-'tek
bolmaqta  boL-maq-'ta
siyaset  sI-ja-'set
icra  IdZ-'ra
qilğuçi  qIL-Gu-'tSI
elçi  eL-'tSI
yasin  ja-'sIn
ümidsizlikini  y-mId-sIz-LI-kI-'nI
yoşurmay  jo-Sur-'maj
istépa  Is-t@-'pa
sorap  so-'rap
bulturla  buL-tur-'La
trominğa  tro-mIn-'Ga
iltimas  IL-tI-'mas
yazğan  jaz-'Gan
gomindañniñ  go-mIn-daN-'nIN
générali  g@-n@-ra-'LI
buyruq  buj-'ruq
çüşürüp  tSy-Sy-'ryp
ürümçidiki  y-rym-tSI-dI-'kI
asilbikler  a-sIL-bIk-'Ler
komandirliq  ko-man-dIr-'LIq
qilidiğan  qI-LI-dI-'Gan
iki  I-'kI
izvok  Iz-'vok
pilimotçi  pI-LI-mot-'tSI
fukañdiki  fu-kaN-dI-'kI
rota  ro-'ta
komandiri  ko-man-dI-'rI
matyenfuni  mat-jen-fu-'nI
neper  ne-'per
eskiri  es-kI-'rI
osmanğa  os-man-'Ga
evetti  e-vet-'tI
golubi  go-Lu-'bI
povséy  pov-'s@j
moskvi  mosk-'vI
rus  rus
yavropa  jav-ro-'pa
kitabliridila  kI-tab-LI-rI-dI-'La
tesvirlengen  tes-vIr-Len-'gen
graf  graf
kinezler  kI-nez-'Ler
hayati  ha-ja-'tI
nuriniñ  nu-rI-'nIN
aldida  aL-dI-'da
qiz  qIz
heqiqet  he-qI-'qet
yézilğandek  j@-zIL-Gan-'dek
hemmila  hem-mI-'La
qardin  qar-'dIn
kimxab  kIm-'xab
güzel  gy-'zeL
qedimiy  qe-dI-'mIj
derexlirimu  de-rex-LI-rI-'mu
qizni  qIz-'nI
qiynimaqta  qIj-nI-maq-'ta
varqiravatqandek  var-qI-ra-vat-qan-'dek
bilinmekte  bI-LIn-mek-'te
qumluq  qum-'Luq
çöller  tS@'L-'Ler
qoynida  qoj-nI-'da
kümüş  ky-'myS
arqandek  ar-qan-'dek
egri  eg-'rI
bügri  byg-'rI
sunaylinip  su-naj-LI-'nIp
yatqan  jat-'qan
tarim  ta-'rIm
hesen  he-'sen
dolan  do-'Lan
işik  I-'SIk
dériziliri  d@-rI-zI-LI-'rI
qağcirap  qaG-dZI-'rap
supisida  su-pI-sI-'da
téñiqliq  t@-NIq-'LIq
medristiki  med-rIs-tI-'kI
dersxanisida  ders-xa-nI-sI-'da
uluğ  u-'LuG
kitablardin  kI-tab-Lar-'dIn
ders  ders
éytsiğu  @jt-sI-'Gu
xoş  xoS
lebbey  Leb-'bej
olturar  oL-tu-'rar
iduq  I-'duq
qandaqla  qan-daq-'La
zalim  za-'LIm
hökümetniñ  h@'-ky-met-'nIN
boyunturuqidin  bo-jun-tu-ru-qI-'dIn
qutulup  qu-tu-'Lup
beg  beg
ğocilarniñ  Go-dZI-Lar-'nIN
noxtisiğa  nox-tI-sI-'Ga
tutulidiğan  tu-tu-LI-dI-'Gan
ketkendin  ket-ken-'dIn
mirul  mI-'ruL
mergenler  mer-gen-'Ler
ğeniymet  Ge-nIj-'met
élinğan  @-LIn-'Gan
qorallarni  qo-raL-Lar-'nI
atlarğa  at-Lar-'Ga
artip  ar-'tIp
mollaq  moL-'Laq
héytemni  h@j-tem-'nI
haciniñ  ha-dZI-'nIN
qéşiğa  q@-SI-'Ga
başlap  baS-'Lap
keldi  keL-'dI
hazirdin  ha-zIr-'dIn
koş  koS
qilişsila  qI-LIS-sI-'La
köp  k@'p
yaxşi  jax-'SI
qoşunniñ  qo-Sun-'nIN
terkibidiki  ter-kI-bI-dI-'kI
aq  aq
oruslarğa  o-rus-Lar-'Ga
cahan  dZa-'han
uruşiğa  u-ru-SI-'Ga
qatnaşqan  qat-naS-'qan
papingut  pa-pIn-'gut
qomandanliq  qo-man-dan-'LIq
qilatti  qI-Lat-'tI
şiñ  SIN
şisey  SI-'sej
xicaletçiliktin  xI-dZa-Let-tSI-LIk-'tIn
qutulğiniğa  qu-tuL-GI-nI-'Ga
iç  ItS
içidin  I-tSI-'dIn
xuni  xu-'nI
bedilige  be-dI-LI-'ge
vede  ve-'de
qilinğan  qI-LIn-'Gan
bayliqniñ  baj-LIq-'nIN
méhridin  m@h-rI-'dIn
kéçelmey  k@-tSeL-'mej
yoqilañ  jo-qI-'LaN
bahaniler  ba-ha-nI-'Ler
qumulda  qu-muL-'da
yétivaldi  j@-tI-vaL-'dI
yigitler  jI-gIt-'Ler
çemberças  tSem-ber-'tSas
bağlanğan  baG-Lan-'Gan
rozi  ro-'zI
mollini  moL-LI-'nI
döşkelep  d@'S-ke-'Lep
kélişti  k@-LIS-'tI
xuyzulardin  xuj-zu-Lar-'dIn
maxuñşyañ  maxuNSjaN
magocünni  ma-go-dZyn-'nI
moñğul  moN-'GuL
çoñliridin  tSoN-LI-rI-'dIn
damdin  dam-'dIn
çadni  tSad-'nI
şibe  SI-'be
qatarda  qa-tar-'da
hey'et  hej-''et
ezaliri  e-za-LI-'rI
terkibige  ter-kI-bI-'ge
kirgüzdi  kIr-gyz-'dI
nahayet  na-ha-'jet
aka  a-'ka
özleni  @'z-Le-'nI
körüvatimenmu  k@'-ry-va-tI-men-'mu
oñummu  o-Num-'mu
çüşümmu  tSy-Sym-'mu
yareb  ja-'reb
redif  re-'dIf
ğezel  Ge-'zeL
şeklide  Sek-LI-'de
yézilğan  j@-zIL-'Gan
şéir  S@-'Ir
mundaq  mun-'daq
mehmut  meh-'mut
xoca  xo-'dZa
özbékçini  @'z-b@k-tSI-'nI
mumkinqeder  mum-kIn-qe-'der
uyğurçilaşturup  uj-Gur-tSI-LaS-tu-'rup
mötiverliridin  m@'-tI-ver-LI-rI-'dIn
tahir  ta-'hIr
exmetcan  ex-met-'dZan
heyder  hej-'der
ependi  e-pen-'dI
mensurcanbay  men-sur-dZan-'baj
xuseyin  xu-se-'jIn
çanşév  tSan-'S@v
munçe  mun-'tSe
kişilerniñ  kI-SI-Ler-'nIN
namlirini  nam-LI-rI-'nI
derhal  der-'haL
tilğa  tIL-'Ga
kişiler  kI-SI-'Ler
konsuli  kon-su-'LI
namidin  na-mI-'dIn
elçilikke  eL-tSI-LIk-'ke
kelgenlikini  keL-gen-LI-kI-'nI
bildürdi  bIL-dyr-'dI
yaponiyiniñ  ja-po-nI-jI-'nIN
paytexti  paj-tex-'tI
tokyodiki  tok-jo-dI-'kI
miñcij  mIN-'dZIZ
daşöside  da-S@'-sI-'de
iqtisad  Iq-tI-'sad
pénini  p@-nI-'nI
öginişke  @'-gI-nIS-'ke
bilenmu  bI-Len-'mu
tonuşuşqa  to-nu-SuS-'qa
işlirida  IS-LI-rI-'da
mollisi  moL-LI-'sI
quşnaçniñ  quS-natS-'nIN
put  put
yügür  jy-'gyr
yétim  j@-'tIm
işlarniñ  IS-Lar-'nIN
höddisidin  h@'d-dI-sI-'dIn
çiqatti  tSI-qat-'tI
kuñzi  kuN-'zI
telimatiniñ  te-LI-ma-tI-'nIN
terğibatçisi  ter-GI-bat-tSI-'sI
danişmen  da-nIS-'men
katip  ka-'tIp
tavminyönmu  tav-mIn-j@'n-'mu
asman  as-'man
xudasiniñ  xu-da-sI-'nIN
dergahiğa  der-ga-hI-'Ga
evetivétimen  e-ve-tI-v@-tI-'men
kötekke  k@'-tek-'ke
çoxçiyip  tSox-tSI-'jIp
olturğan  oL-tur-'Gan
diqmaq  dIq-'maq
haciğa  ha-dZI-'Ga
hicaydi  hI-dZaj-'dI
şuniñ  Su-'nIN
el  eL
yurt  jurt
yiğlap  jIG-'Lap
qaxşap  qax-'Sap
apirip  a-pI-'rIp
boptu  bop-'tu
neticide  ne-tI-dZI-'de
nurğun  nur-'Gun
hayvanlar  haj-van-'Lar
suğa  su-'Ga
atqan  at-'qan
ulardin  u-Lar-'dIn
çaşqan  tSaS-'qan
kala  ka-'La
yolvas  joL-'vas
toşqan  toS-'qan
leheñ  Le-'heN
yilan  jI-'Lan
at  at
qoy  qoj
maymun  maj-'mun
toxu  to-'xu
it  It
toñguz  toN-'guz
deryadin  der-ja-'dIn
üzüp  y-'zyp
ötken  @'t-'ken
arqidinla  ar-qI-dIn-'La
dialogqa  dI-a-Log-'qa
